0.029238,0.0027645,0.1525,0.36279,-0.24496
0.078647,0.0020165,0.15511,0.19888,-0.15816
-0.03979,0.0011998,0.48926,0.060148,-0.15616
0.0084591,0.0087393,0.76151,0.043882,-0.16083
-0.031416,-0.0038817,0.74568,0.064721,-0.15768
-0.082215,-0.010412,0.58274,0.06192,-0.17861
0.0065498,0.003587,0.68378,0.044562,-0.15378
-0.077524,0.0043208,0.58748,0.053148,-0.15744
-0.093779,-0.014648,0.81916,0.05587,-0.20255
-0.037097,0.0048799,0.59938,0.031306,-0.17007
-0.0505,0.0067941,0.50691,0.04794,-0.1798
-0.092227,-0.0053411,0.73086,0.093558,-0.24774
0.1224,-0.020665,0.13213,0.17243,-0.15964
-0.082781,-0.0093452,0.89274,0.048035,-0.18448
-0.030016,-0.0042044,0.88796,0.071386,-0.17711
-0.022225,0.016596,0.56048,0.049304,-0.19654
-0.048946,-0.0035378,-1.6611,0.1644,-0.15432
-0.022224,0.0060148,-1.2799,0.094297,-0.14059
0.11614,0.010328,-2.5312,0.11873,-0.13994
0.02053,0.017556,-1.4875,0.12769,-0.12296
0.014059,-0.0016505,-1.2946,0.10743,-0.10799
0.06531,0.017383,-1.1556,0.091869,-0.13706
0.073238,0.016903,-1.0549,0.1293,-0.1041
0.10901,0.020168,0.12566,0.32886,-0.1584
0.04209,0.0058591,-2.1534,0.23941,-0.15259
0.048176,0.014233,-1.9879,0.09943,-0.08555
0.027089,0.0026013,-1.2984,0.10015,-0.11342
0.074312,0.017376,-1.6693,0.11501,-0.13685
0.053579,0.019133,-0.82896,0.10234,-0.098301
0.10091,0.0056265,-1.5995,0.097422,-0.12742
-0.037847,0.0041427,-1.9919,0.13651,-0.10373
0.0082704,0.011365,-1.9085,0.13241,-0.11349
0.020841,0.0051464,-1.7942,0.076998,-0.1305
-0.047239,-0.0072563,-0.64134,0.27721,-0.26029
0.085016,-0.0048913,0.14859,0.2496,-0.1341
-0.20223,-0.010576,-0.57292,0.37749,-0.20977
-0.097354,-0.0053752,-0.82649,0.41477,-0.26693
-0.13905,0.0040586,-0.79717,0.3924,-0.25689
0.12046,-0.027607,-0.57573,0.31601,-0.21766
1.434,-0.025582,-0.71265,0.29333,-0.2993
0.14998,-0.038357,-0.45872,0.29809,-0.2158
-1.2313,-0.015859,-1.0014,0.62161,-0.30671
0.50145,-0.014914,-0.67225,0.46359,-0.19184
0.13755,-0.024277,-0.66688,0.30134,-0.23996
-0.29413,0.01494,-0.56098,0.32153,-0.24561
0.075524,-0.0035722,0.14716,0.22222,-0.16409
0.16077,-0.026338,-0.55503,0.18982,-0.22667
0.14098,-0.021304,-0.48907,0.35443,-0.20408
0.001059,-0.032161,-0.80665,0.27099,-0.26975
-0.061122,-0.024421,-0.85396,0.44611,-0.26845
0.10151,-0.0064721,-0.75018,0.24961,-0.23008
0.14914,-0.033375,0.52097,-0.16267,-0.10773
0.074287,-0.0078146,0.22143,-0.073793,-0.062196
0.022803,-0.0098743,0.24321,-0.098742,-0.064258
0.062406,-0.0092872,0.199,-0.12177,-0.058851
0.040067,-0.020017,0.19809,-0.081339,-0.053721
-0.21096,-0.019525,0.16048,0.20901,-0.1594
0.068409,-0.0025283,0.18228,-0.056617,-0.047127
-0.01663,-0.012699,0.18919,-0.12544,-0.046697
0.051022,-0.002413,0.16555,-0.096742,-0.04898
0.0015434,-0.0074946,0.1559,-0.064844,-0.051432
0.072162,-0.005494,0.14169,-0.083032,-0.045547
0.12522,-0.0090975,0.16661,-0.074545,-0.071974
0.012652,-0.0046863,0.11994,-0.054223,-0.051478
0.12512,-0.010714,0.16591,-0.087144,-0.044827
0.073473,-0.00068799,0.20231,-0.087296,-0.057931
0.024059,-0.0068693,0.18367,-0.045798,-0.048716
-0.0059765,-0.0017154,0.1451,0.37261,-0.15046
0.079503,-0.0049983,0.21078,-0.10085,-0.051724
-0.16559,-0.014544,0.64507,-0.29068,-0.2334
0.011479,-0.020507,4.1667,-0.50324,-0.26802
0.05395,0.0019079,3.9118,-0.56975,-0.26615
0.16769,-0.012535,-39.742,-0.53642,-0.25537
0.038634,0.0052942,0.16009,0.22978,-0.19101
0.10626,-0.0096021,8.551,-0.74826,-0.37081
0.16552,-0.017206,4.5782,-0.55745,-0.31527
0.0042903,0.0058464,9.7249,-0.35922,-0.26803
0.08493,-0.0068445,8.7859,-0.42886,-0.3237
0.06001,0.014187,2.8239,-0.2677,-0.17006
-0.015078,-0.0017057,4.7644,-0.34591,-0.31664
0.070748,0.0073047,4.5323,-0.47619,-0.36098
0.015443,-0.0019992,4.2936,-0.62804,-0.23007
0.056481,0.00103,4.2677,-0.4903,-0.41631
-0.040203,-0.012576,11.574,-0.34927,-0.32408
-0.148,0.00017573,0.16339,0.30628,-0.22481
0.026738,-0.014111,8.3704,-0.59001,-0.28502
-0.052331,-0.20198,2.4965,-0.58322,-0.26598
-0.28576,-0.2999,2.1031,-0.45375,-0.22207
-0.16086,-0.15126,-0.52942,0.085826,-0.31427
-0.13165,-0.15289,-0.51166,0.058312,-0.22259
-0.15489,-0.15882,-0.40645,0.074199,-0.19487
-0.14922,-0.15755,-0.50118,0.15468,-0.1668
-0.16568,-0.15786,-0.51288,0.059229,-0.18013
-0.159,-0.15235,-0.69378,0.13497,-0.16089
-0.13193,-0.12606,-0.47238,0.06452,-0.20536
-0.10168,-0.1167,0.14097,0.20162,-0.13553
-0.1183,-0.12286,-0.43261,0.0944,-0.18939
-0.12974,-0.12761,-0.49167,0.094016,-0.18157
-0.12459,-0.12333,-0.47724,0.073522,-0.18844
-0.13186,-0.12701,-0.46256,0.080799,-0.22806
-0.15202,-0.12359,-0.44737,0.075767,-0.16944
-0.12708,-0.12138,-0.50401,0.11259,-0.22841
-0.10591,-0.12138,-0.50399,0.077812,-0.21672
-0.083561,-0.11831,-0.54992,0.11728,-0.28163
-0.13443,-0.1257,-0.57412,0.083693,-0.23022
0.84854,-0.012491,-3.2318,0.10048,-0.29537
-0.013775,-0.022904,0.15046,0.23483,-0.2333
0.09492,-0.025554,-1.3131,0.080636,-0.34336
1.4966,-0.028135,-1.706,0.11918,-0.34476
0.057433,-0.021497,-27.596,0.10447,-0.38681
0.18385,-0.01677,-1.1489,0.099055,-0.28813
0.35327,-0.01713,-1.7371,0.061089,-0.26769
-0.32669,-0.033612,-1.0182,0.11755,-0.3068
-0.27528,-0.020831,-1.5571,0.067562,-0.34198
0.70816,-0.017213,-2.1088,0.10109,-0.31291
0.2543,-0.01882,-1.7956,0.069103,-0.30857
-0.31277,-0.020499,-4.8061,0.077127,-0.33169
-0.018328,-0.014947,0.12106,0.23164,-0.14932
-0.021415,-0.024747,-0.85888,0.06113,-0.23098
0.21399,-0.022163,-1.1131,0.11508,-0.41787
0.32476,-0.012417,-1.3227,0.07688,-0.30542
0.5721,-0.021431,-1.8944,0.085526,-0.36954
-0.80806,-0.021585,-1.5536,0.11668,-0.32401
-0.023422,-0.018254,-0.44719,0.4612,-0.18294
-0.030766,-0.018662,-0.37918,0.19486,-0.17983
-0.015807,-0.015454,-0.36513,0.18688,-0.17458
-0.037652,-0.0167,-0.36478,0.25443,-0.22651
0.0039827,-0.019969,-0.47923,0.34722,-0.16608
0.032078,-0.01777,0.13862,0.18761,-0.14142
-0.045492,-0.027696,-0.51338,0.34921,-0.18505
-0.018996,-0.0234,-0.38428,0.21669,-0.22508
-0.040788,-0.025316,-0.51041,0.59388,-0.19222
-0.015214,-0.022694,-0.2994,0.23662,-0.18073
0.021502,-0.024107,-0.47438,0.38822,-0.21874
0.015038,-0.018493,-0.5472,0.20701,-0.22143
