1.4154,1.5943,1.2429,1.9039,2.4742,2.1409,2.024,2.01,1.16,1.81,2.29,1.51,1.52,1.84,0.49,1.89,3.23,1.13,5.09,7.72,1.22,16.08,10.93,2.41,13.5,9.44,3.11,10.93,0.12522,-0.0090975,0.16661,-0.074545,-0.071974
1.4633,1.6123,1.2044,1.8577,2.3331,2.3668,2.2844,2.24,1.17,1.87,2.1,1.24,1.61,1.62,0.43,1.6,2.25,0.86,3.86,9.69,1.46,6.03,7.16,1.99,7.74,6.76,2.26,7.82,0.012652,-0.0046863,0.11994,-0.054223,-0.051478
1.4107,1.5329,1.1341,1.7966,2.2614,2.2254,2.1407,2.57,1.28,2.2,2.58,1.35,1.86,1.73,0.6,1.23,2.66,1.14,4.62,11.67,2.09,6.12,10.68,3.37,7.77,9.48,3.64,6.88,0.12512,-0.010714,0.16591,-0.087144,-0.044827
1.4916,1.646,1.1611,1.9417,2.5985,2.6079,2.4602,2.22,1.11,2.36,2.2,1.12,1.98,1.92,0.46,1.65,3.07,1.2,4.92,11.63,1.28,6.85,11.36,2.63,10.85,11.02,3.58,8.86,0.073473,-0.00068799,0.20231,-0.087296,-0.057931
1.424,1.5397,1.1691,1.7826,2.6473,2.5546,2.5465,2.33,0.87,2.02,2.25,0.88,1.68,1.32,0.41,1.27,2.46,0.69,4.17,10.23,1.56,6.32,10.09,1.96,8.03,10.19,1.88,7.38,0.024059,-0.0068693,0.18367,-0.045798,-0.048716
1.5426,1.2168,1.0661,2.0841,3.7928,3.3647,3.3279,4.72,2.51,3.63,4.88,2.74,3.33,3.15,2.58,4.91,5.44,3.42,7.85,15.37,3.33,16.75,18,4.23,10.68,15.61,7.02,11.03,-0.0059765,-0.0017154,0.1451,0.37261,-0.15046
1.4948,1.5498,1.1415,1.835,2.4109,2.4266,2.3865,2.07,0.86,1.87,2.06,1.05,1.49,1.28,0.43,0.84,2.54,1.14,4.16,13.04,2.05,6.06,12.35,2.43,8.4,11.77,4.13,7.8,0.079503,-0.0049983,0.21078,-0.10085,-0.051724
2.0922,1.6647,0.80859,2.5007,6.0946,5.7159,5.2829,8.15,9.31,8.57,7.69,4.62,7.93,3.21,2.83,4.09,7.34,3.73,13.17,24.88,13.08,17.1,20.83,14.78,16.01,21.01,15.15,14.24,-0.16559,-0.014544,0.64507,-0.29068,-0.2334
1.8836,1.8997,1.1851,2.4148,5.0795,5.0343,5.1191,10.5,5.7,8.61,9.26,7.7,6.1,6.42,3.57,5.15,11.02,4.59,14.9,24.45,3.19,14.68,21.92,3.91,16.64,22.25,7,14.61,0.011479,-0.020507,4.1667,-0.50324,-0.26802
1.9246,1.903,1.3053,2.998,3.1325,3.2377,3.1769,10.91,6.89,11.27,13.81,11.4,9.73,8.03,9.79,8.5,13.77,8.74,19.14,26.56,4.13,13.44,24.83,3.94,10.37,23.94,6.8,14.5,0.05395,0.0019079,3.9118,-0.56975,-0.26615
1.8038,1.8488,1.3937,2.6949,4.2416,4.5305,4.9991,15.27,7.54,6.42,13.87,7.58,5.69,15.03,5.36,8.81,15.93,5.66,14.6,25.03,5.28,12.43,26.1,4.82,10.51,26.23,8.1,13.79,0.16769,-0.012535,-39.742,-0.53642,-0.25537
1.3105,1.0417,1.0583,1.9111,3.4981,3.0577,3.0705,4.15,2.47,2.89,4.29,1.84,2.76,1.82,1.99,5.6,7.24,3.05,8.28,13.27,4.36,17.94,13.33,3.9,10.25,17.37,3.92,14.15,0.038634,0.0052942,0.16009,0.22978,-0.19101
1.7513,1.8568,1.2009,2.2044,4.6632,4.6957,4.8349,11.93,5.89,4.8,10.07,8.72,5.31,8.92,4.18,4.57,12.41,4.67,11.42,23.34,4.07,16.91,19.17,6.37,15.86,20.95,11.31,19.84,0.10626,-0.0096021,8.551,-0.74826,-0.37081
2.0026,1.9421,1.4504,2.4122,3.8502,3.9509,4.3368,13.32,8.29,7.68,12.47,7.93,5.83,11.17,5.06,4.94,13.12,5.57,14.73,20.77,4.96,13.91,21.67,8.13,10.86,22.09,8.03,16.93,0.16552,-0.017206,4.5782,-0.55745,-0.31527
1.4777,1.4877,0.93873,2.0907,4.132,3.8567,3.4738,10.23,5.07,3.77,9.27,4.48,4.68,7.94,2.72,3.52,9.68,5.16,10.49,24.15,3.82,16.6,25,5.56,12.63,18.38,5.18,14.29,0.0042903,0.0058464,9.7249,-0.35922,-0.26803
1.7933,1.6874,1.3592,2.3155,3.6513,3.8501,4.1517,13.48,6.03,8.46,12.24,4.64,6.37,9.82,3.94,6.04,12.17,3.9,17.63,20.16,3.91,16.78,21.05,6.62,16.71,28.73,6.39,16.52,0.08493,-0.0068445,8.7859,-0.42886,-0.3237
1.2702,1.2979,0.75397,2.1659,3.1289,2.9799,2.8564,8.62,3.99,4.64,7.17,3.28,4.5,6.39,2.61,4.55,9.54,3.5,14.09,16.35,5.01,13.67,15.33,5.76,9.82,14.67,4.31,8.81,0.06001,0.014187,2.8239,-0.2677,-0.17006
1.2973,1.3553,0.8334,1.9207,3.6984,3.7619,3.9683,8.74,4.95,2.2,7.75,5.45,2.95,4.63,2.88,3.58,11.42,3.37,11.14,21.12,5.93,14.23,19.52,5.45,14.68,19.01,5.5,16.63,-0.015078,-0.0017057,4.7644,-0.34591,-0.31664
1.6227,1.7103,0.98962,2.2299,4.1112,4.2703,4.2895,10.95,4.9,5.2,10.54,6.59,6.15,8.51,3.5,4.98,10.63,3.34,9.26,23.22,4.61,18.03,21.91,5.72,14.43,23.16,7,19.24,0.070748,0.0073047,4.5323,-0.47619,-0.36098
2.132,2.2447,1.9429,3.5177,5.3895,4.6114,4.16,10.59,4.08,7.43,10.05,5.28,6.27,11.83,5.51,8.21,10.07,5.01,12.36,23.25,4.4,19.95,23.25,5.74,13.33,24.86,8.51,12.21,0.015443,-0.0019992,4.2936,-0.62804,-0.23007
1.6234,1.683,1.1444,2.5614,3.3313,3.3293,3.5194,9.25,5.58,6.36,10.88,9.38,4.23,6.24,6.03,6.5,10.61,7.39,13.61,26.07,4.48,14.8,23.64,5.45,14.87,18.65,7.33,21.59,0.056481,0.00103,4.2677,-0.4903,-0.41631
1.7688,1.7308,1.2711,2.4058,4.6055,4.9699,5.3306,12.09,5.73,4.06,11.18,6.16,3.99,9.5,3.66,4,11.47,4.05,13.08,21.95,4.54,13.68,20.96,5.17,13.74,19.56,5.04,17.17,-0.040203,-0.012576,11.574,-0.34927,-0.32408
1.6919,1.2802,1.4325,2.6746,5.4972,4.5821,4.7704,6.44,3.73,6.28,5.77,2.48,3.82,2.3,3.47,6.75,9.28,3.16,12.35,23.3,7.82,19.49,18.9,4.06,14.3,17.58,5.32,17,-0.148,0.00017573,0.16339,0.30628,-0.22481
2.272,2.1561,1.8357,3.2903,5.2151,5.1349,5.1564,12.17,6.11,8.28,9.97,9.43,5.59,10.31,6.4,5.98,11.85,5.66,16.63,25.2,4.9,16.44,23.85,7.08,13.48,24.86,8.03,15.26,0.026738,-0.014111,8.3704,-0.59001,-0.28502
1.5483,1.6181,1.1805,1.9847,3.3641,3.4191,3.4561,10.08,7.21,8.33,9.36,6.42,7.02,9.86,5.63,6.33,11.03,5.8,14.76,21.14,5.52,15.28,22.26,6.94,13.8,23.48,6.36,14.23,-0.052331,-0.20198,2.4965,-0.58322,-0.26598
1.6735,1.8116,1.1775,2.1727,4.0464,3.6403,3.6398,10.04,5.53,8.54,10.54,10.4,9.77,7.35,4.74,6.01,10.94,4.86,13.42,22.91,5.03,18.06,22.88,5.71,13.6,22.23,5.69,11.68,-0.28576,-0.2999,2.1031,-0.45375,-0.22207
1.4283,1.2975,0.75676,1.8919,4.8601,4.7813,4.6045,5.64,3.23,3.94,6.23,2.05,3.81,2.52,1.18,2.53,8.03,3.22,6.91,23.42,5.71,19.33,20.86,8.61,22.25,23.26,6.83,22.97,-0.16086,-0.15126,-0.52942,0.085826,-0.31427
1.4419,1.2465,0.79457,2.2362,3.7861,3.5104,3.5844,4.92,1.89,3.04,6.52,1.72,2.5,2.56,1.02,3.5,7.31,2.13,10.38,25.43,3.69,15.17,19.85,4.65,15.87,23.58,4.66,16.36,-0.13165,-0.15289,-0.51166,0.058312,-0.22259
1.5689,1.4219,0.81599,2.313,4.2889,4.1554,3.8763,5.47,2.18,2.82,6.4,3.09,3.26,2.17,1.26,2.86,8.21,3.06,8.65,20.33,4.87,18.65,18.84,4.83,15.23,17.53,5.94,14.27,-0.15489,-0.15882,-0.40645,0.074199,-0.19487
1.494,1.2888,0.80952,2.1328,4.4495,4.4058,3.79,5.72,3.42,3.19,6.07,3.19,2.92,2.15,1.81,3.05,8.34,4.62,9.64,28.57,7.31,17.65,27.12,11.77,15.69,22.27,12.19,12.24,-0.14922,-0.15755,-0.50118,0.15468,-0.1668
1.5577,1.4029,0.96779,2.4405,4.4764,4.7457,4.2602,7.6,3.1,2.77,6.83,4.83,4.18,3.4,2.64,4.82,9.43,6.03,13.4,25.69,5.56,16.09,20.05,6.08,16.89,21.4,4.73,13.28,-0.16568,-0.15786,-0.51288,0.059229,-0.18013
1.6021,1.4579,0.78059,2.3845,5.1267,4.3888,4.2373,5.7,2.46,3.23,6.32,5.14,3.5,2.36,1.39,2.54,8.99,6.87,10.71,25.5,4.13,16.5,20.37,9.3,9.99,27.98,10.88,11.69,-0.159,-0.15235,-0.69378,0.13497,-0.16089
1.4369,1.1244,0.81068,1.7742,3.8951,4.1489,3.5804,4.82,1.44,1.73,5.85,2.07,2.53,1.8,1.47,3.8,7.94,2.72,7.37,20.55,4.6,18.61,18.87,5.17,17.62,21.55,5.17,15.03,-0.13193,-0.12606,-0.47238,0.06452,-0.20536
