1.4313,1.3946,1.1317,2.482,4.7661,4.1569,4.2907
1.7344,1.6173,1.407,2.6835,4.7539,4.6405,4.8458
1.8341,1.6482,1.2067,3.6751,5.4503,5.1944,5.431
1.7352,1.6214,1.0547,2.9169,4.8359,4.3889,4.6926
1.7118,1.5181,0.9658,2.8273,5.1905,4.9768,5.266
1.4484,1.2939,1.2292,2.4386,3.736,3.4175,3.5615
1.5656,1.3531,1.274,2.4826,3.6549,3.4957,3.2378
1.7532,1.5252,1.1349,3.1513,3.3605,3.1334,3.2908
1.5503,1.5351,1.145,2.5026,4.0504,3.8009,4.0592
1.6634,1.4318,1.3233,2.6223,4.1219,3.8691,4.0346
1.6502,1.609,1.1059,2.886,5.8796,5.6125,5.884
1.4338,1.4247,0.99138,2.5091,3.9209,3.6457,3.939
1.4685,1.5722,1.1669,2.0037,3.0585,2.7804,2.9237
1.3015,1.5341,1.1235,1.6948,2.698,2.327,2.3557
1.4559,1.7234,1.2255,2.1829,3.0601,3.1594,2.9508
1.3674,1.5021,1.1291,1.8404,2.8823,2.6088,2.4782
1.4279,1.6088,1.2144,1.8954,2.6777,2.6855,2.6006
1.4794,1.2424,1.1792,2.2576,3.7937,3.6452,3.4734
1.3369,1.5334,1.0873,1.7744,2.5174,2.0888,1.912
1.4037,1.6183,1.1765,1.8443,2.3774,2.2075,2.1695
1.3232,1.5391,1.1633,1.7041,2.3864,2.1432,1.9761
1.3982,1.5113,1.1562,1.7738,2.3233,2.1782,2.0869
1.3485,1.5368,1.1511,1.7482,2.6273,2.571,2.4591
1.4154,1.5943,1.2429,1.9039,2.4742,2.1409,2.024
1.4633,1.6123,1.2044,1.8577,2.3331,2.3668,2.2844
1.4107,1.5329,1.1341,1.7966,2.2614,2.2254,2.1407
1.4916,1.646,1.1611,1.9417,2.5985,2.6079,2.4602
1.424,1.5397,1.1691,1.7826,2.6473,2.5546,2.5465
1.5426,1.2168,1.0661,2.0841,3.7928,3.3647,3.3279
1.4948,1.5498,1.1415,1.835,2.4109,2.4266,2.3865
2.0922,1.6647,0.80859,2.5007,6.0946,5.7159,5.2829
1.8836,1.8997,1.1851,2.4148,5.0795,5.0343,5.1191
1.9246,1.903,1.3053,2.998,3.1325,3.2377,3.1769
1.8038,1.8488,1.3937,2.6949,4.2416,4.5305,4.9991
1.3105,1.0417,1.0583,1.9111,3.4981,3.0577,3.0705
1.7513,1.8568,1.2009,2.2044,4.6632,4.6957,4.8349
2.0026,1.9421,1.4504,2.4122,3.8502,3.9509,4.3368
1.4777,1.4877,0.93873,2.0907,4.132,3.8567,3.4738
1.7933,1.6874,1.3592,2.3155,3.6513,3.8501,4.1517
1.2702,1.2979,0.75397,2.1659,3.1289,2.9799,2.8564
1.2973,1.3553,0.8334,1.9207,3.6984,3.7619,3.9683
1.6227,1.7103,0.98962,2.2299,4.1112,4.2703,4.2895
2.132,2.2447,1.9429,3.5177,5.3895,4.6114,4.16
1.6234,1.683,1.1444,2.5614,3.3313,3.3293,3.5194
1.7688,1.7308,1.2711,2.4058,4.6055,4.9699,5.3306
1.6919,1.2802,1.4325,2.6746,5.4972,4.5821,4.7704
2.272,2.1561,1.8357,3.2903,5.2151,5.1349,5.1564
1.5483,1.6181,1.1805,1.9847,3.3641,3.4191,3.4561
1.6735,1.8116,1.1775,2.1727,4.0464,3.6403,3.6398
1.4283,1.2975,0.75676,1.8919,4.8601,4.7813,4.6045
1.4419,1.2465,0.79457,2.2362,3.7861,3.5104,3.5844
1.5689,1.4219,0.81599,2.313,4.2889,4.1554,3.8763
1.494,1.2888,0.80952,2.1328,4.4495,4.4058,3.79
1.5577,1.4029,0.96779,2.4405,4.4764,4.7457,4.2602
1.6021,1.4579,0.78059,2.3845,5.1267,4.3888,4.2373
1.4369,1.1244,0.81068,1.7742,3.8951,4.1489,3.5804
1.5121,1.151,1.031,2.0397,3.9938,3.0417,2.933
1.5383,1.3233,0.80512,2.2951,3.5819,3.4844,3.1276
1.5856,1.4412,0.8316,2.257,4.1336,4.0697,3.6876
1.5894,1.4121,0.74698,2.3001,4.353,4.2157,3.7906
1.3515,1.2525,0.88562,2.1858,4.3756,3.8559,3.9013
1.6509,1.5073,0.81385,2.5867,4.0467,4.0291,3.61
1.5651,1.4237,0.84289,2.3027,4.5479,4.7212,4.5975
1.7719,1.5208,0.85407,2.5189,4.537,4.6856,4.7199
1.6332,1.3941,0.81182,2.2741,4.9195,4.4548,4.4355
1.3381,1.0837,0.68076,1.7927,3.9113,3.5219,3.6373
1.0805,0.90185,0.59532,1.2903,2.0963,1.932,2.2499
1.6128,1.4084,1.5464,2.4353,5.2174,4.4099,4.897
1.0294,0.85816,0.61267,1.5799,2.2122,2.2545,2.6107
1.3154,1.01,0.80279,1.7682,3.0698,2.8714,3.6113
1.2182,1.017,0.6263,1.4711,2.8496,2.4483,2.8782
0.98641,0.82502,0.60945,1.2365,2.2723,2.0348,2.5953
1.0809,0.98848,0.54755,1.4475,2.8687,2.6045,3.0032
1.0129,0.88796,0.63041,1.3944,2.396,2.4518,2.9116
1.0248,0.9294,0.72831,1.5193,2.1882,1.9032,2.249
1.2273,1.0994,0.7575,2.0463,3.8238,3.8741,4.3283
1.0611,0.95147,0.50218,1.5523,3.4332,3.2748,3.7548
1.2359,1.0588,0.75199,2.1675,2.8906,2.7846,3.0626
1.2691,1.0144,0.85013,1.7588,3.3348,2.9929,2.829
1.2195,0.98483,0.65671,1.7364,2.0502,2.0565,2.29
1.2522,1.1344,0.65344,1.8064,3.0535,2.8749,3.2667
1.4423,1.1595,0.85673,2.1182,2.926,2.8417,3.2692
1.2635,1.0859,0.73064,2.1952,3.9314,3.8052,4.4367
1.1237,1.0166,0.59497,1.9981,2.8238,2.6975,3.0987
0.82619,0.72484,0.56735,0.93754,2.7354,2.6512,3.3534
0.79112,0.72933,0.62229,0.76664,1.5201,1.6624,2.2364
0.82043,0.7636,0.6243,0.95097,1.8495,1.9172,2.2467
0.77066,0.71343,0.57221,0.99991,2.0592,2.117,2.5011
0.77332,0.7239,0.57282,1.0031,2.091,2.0599,2.4858
1.3059,1.0326,1.0096,1.8035,2.0428,2.727,2.7316
0.75492,0.69204,0.49405,0.82814,1.9515,2.044,2.5502
0.7962,0.70843,0.57471,0.85432,2.1054,2.1913,2.5794
0.74032,0.6882,0.54634,0.74829,1.9715,1.9125,2.4906
0.7787,0.71532,0.53365,0.87342,1.5297,1.6131,2.0678
0.78546,0.73226,0.53781,1.0036,2.3597,2.4137,2.979
0.77806,0.7212,0.60923,0.84831,1.9739,1.9461,2.3481
0.84918,0.78998,0.58035,1.0582,1.486,1.7701,2.203
0.78174,0.76535,0.54855,0.90164,1.7883,1.8271,2.3322
0.76597,0.72706,0.61081,0.89124,1.7911,1.9113,2.2411
0.79136,0.75713,0.58932,0.92054,2.3609,2.2987,2.7407
1.7673,1.2229,1.3427,2.6716,3.8096,3.1242,3.2352
0.81623,0.72341,0.5436,0.8847,1.7301,1.7243,2.0094
1.9118,1.4835,1.5831,2.6093,4.8485,4.8351,5.1521
1.6144,1.2901,1.4032,2.2306,3.6888,3.4908,3.7224
1.7271,1.359,1.4647,2.1842,3.4776,3.6367,3.9428
1.4975,1.1087,1.3546,1.8883,3.3255,3.3372,3.5382
1.7935,1.3376,1.4021,2.0742,3.2704,3.342,3.7035
1.5376,1.1059,1.1847,1.6575,3.2369,3.1634,3.3075
1.5597,1.1473,1.4482,1.7252,3.3073,3.2656,3.4746
1.5291,1.0707,1.1246,1.7141,2.8862,2.8849,3.0259
1.9061,1.512,1.4765,2.3331,4.5351,4.6935,5.0517
1.5599,1.2966,1.3733,2.4461,4.4553,3.4828,3.1801
1.663,1.2589,1.2241,1.8932,3.5855,3.5704,3.8071
1.6938,1.2938,1.6243,2.4074,3.879,3.8584,4.1267
1.7796,1.2896,1.5803,2.3211,3.4026,3.5042,3.7004
1.6193,1.1519,1.4873,1.8099,3.379,3.4989,3.8469
1.7006,1.3213,1.5317,2.1512,3.2632,3.3087,3.4942
1.8467,1.4376,1.8045,2.5255,4.1477,4.2671,4.6172
1.731,1.3791,1.8172,2.2516,4.2877,4.1333,4.3079
1.0133,0.92859,0.72092,1.6201,4.0331,3.8911,3.7738
1.0019,0.91203,0.75507,1.6292,2.9716,2.881,2.4777
1.4014,1.3682,0.85995,2.4724,4.9269,4.8569,4.6202
1.7822,1.4867,1.4429,2.2272,4.4303,4.2365,4.0711
2.0241,1.5089,1.2327,2.8772,4.2098,4.0736,4.288
1.4962,1.494,1.1058,2.6455,4.1914,4.1515,4.5189
1.1406,1.149,0.65842,1.9078,3.8685,3.5804,3.3348
1.5497,1.6266,0.95929,2.8841,4.1836,4.3873,4.7911
1.4058,1.4726,0.89425,2.5693,3.8883,3.794,3.8063
1.5296,1.6446,1.148,2.4323,3.928,3.9957,4.0892
1.4599,1.6368,0.92049,2.5265,4.5581,4.6466,4.669
1.8956,1.9513,1.3597,3.6518,4.616,4.6754,4.7266
1.9541,2.1797,1.3242,3.7254,4.6129,4.7467,5.2598
1.4951,1.6909,0.91127,2.6256,3.6408,3.8597,4.5259
1.7531,1.9667,1.2247,3.1413,4.4815,4.7325,4.88
1.853,1.511,1.481,2.9345,3.6156,3.202,2.9476
1.6414,1.8688,1.0141,2.9134,4.4025,4.5576,4.7985
1.4869,1.6785,0.90616,2.5155,4.7945,4.7107,4.591
1.7742,1.5992,1.0376,2.8683,4.4231,4.4414,3.5105
2.1192,1.9607,1.1787,3.9241,3.6677,3.7863,3.0353
1.7891,1.5545,1.216,2.8685,3.7261,3.642,3.1237
1.7706,1.6514,1.0398,2.874,4.4254,4.4693,3.4219
1.8126,1.5654,1.1599,2.7319,4.3824,4.171,3.5637
1.3713,1.1739,0.81309,2.438,4.2902,3.4692,2.5259
1.6655,1.4587,1.0133,2.7232,3.2682,3.3308,2.5539
1.6825,1.3729,0.94582,3.3904,3.9499,3.6813,3.0911
2.5233,1.8138,1.629,4.5117,4.5552,4.8748,5.2331
1.4215,1.2146,0.91695,2.3036,3.1392,3.2016,2.5159
1.4812,1.2607,0.76772,2.4182,3.9304,4.1069,3.1063
1.7813,1.4465,1.2567,3.5649,3.9987,4.3767,3.1658
2.437,2.197,1.3315,4.3113,5.5121,5.6876,4.4763
1.687,1.6767,1.133,2.7104,3.9725,4.3897,3.4773
1.874,1.7491,1.1623,3.1133,4.046,4.1445,2.9107
1.614,1.4012,0.94319,2.6778,4.9054,4.9393,3.5348
1.6366,1.543,0.82939,2.8764,3.6459,3.4828,2.455
2.8441,2.5606,1.5325,4.7283,7.3009,7.2842,7.5636
2.6672,2.6787,1.5326,5.0304,6.7422,6.4833,6.5937
2.2464,1.7246,1.2785,3.0316,4.0952,4.199,4.3446
2.4719,2.3779,1.488,4.4117,5.939,5.8604,6.1218
2.5375,2.4312,1.5441,4.1376,5.9421,5.6584,5.6894
2.9902,2.8876,1.9529,4.8397,6.505,6.4173,6.8697
1.8395,1.8098,1.2084,3.2504,6.2677,5.7544,5.7799
2.4264,2.1911,1.6051,3.9928,5.7505,5.5937,5.7608
2.1495,2.3923,1.3483,4.7369,5.7686,5.5731,5.9976
2.4143,2.2157,1.4625,4.4118,4.9863,4.9204,5.1275
2.1931,2.1032,1.191,4.041,5.365,5.0677,5.1638
1.6501,1.7585,0.99617,3.9958,5.2608,4.976,5.0229
1.9855,1.9444,1.1551,4.6005,5.1781,5.0319,5.195
2.1425,1.8876,1.6886,3.3298,4.5426,4.3666,4.3046
1.9906,1.8967,1.1172,3.7043,5.0313,4.845,5.0122
2.4545,2.281,1.2993,4.948,4.8765,4.8683,5.1773
1.6747,1.6107,0.9577,3.1025,4.7235,4.5943,4.8331
2.0423,1.973,1.0469,3.9362,4.2782,4.2973,4.5269
1.9194,1.9583,1.3843,2.6773,3.4229,3.2675,3.212
1.9277,1.9586,1.2463,2.802,4.3461,4.2195,4.4567
2.1052,2.3054,1.3918,3.2852,4.2044,4.1898,4.3488
2.1357,2.1983,1.3372,3.4676,5.0432,5.3168,5.5133
2.4422,2.3917,1.4678,3.7164,5.1242,5.5396,5.4686
2.1723,2.1999,1.3657,3.5448,5.039,4.7612,4.7068
2.0543,1.6087,1.5081,2.9836,4.4117,4.4245,4.8646
2.7508,2.7008,1.5112,4.2565,4.8751,5.4617,5.7242
2.3459,2.3048,1.4048,3.8944,5.4529,5.9916,5.881
2.3791,2.5665,1.5607,4.0003,4.8987,5.3166,5.406
2.204,2.3451,1.3031,3.4753,5.0222,5.6673,5.8193
2.5852,2.5826,1.7822,4.8042,5.1842,5.7991,5.9337
2.3028,2.4768,1.4781,3.7916,4.1027,4.1601,4.2408
2.7119,2.6741,1.4939,4.4913,5.95,7.2264,7.2529
2.7454,2.7505,1.6466,4.2252,4.8887,5.6312,5.5071
2.696,2.6847,1.5742,4.298,5.4486,6.3951,6.5072
2.2171,2.216,1.4041,3.5113,3.8166,4.1132,4.1736
1.831,1.606,1.2367,2.4192,3.7392,3.3819,3.5314
2.6038,1.9862,0.95069,3.215,8.3044,7.4073,7.106
1.8803,1.535,0.91546,2.7533,4.8696,4.5861,4.4292
2.5205,2.5216,1.3524,2.7057,5.2229,5.0152,4.96
1.6119,1.5632,0.83466,2.6536,3.6548,3.5846,3.772
1.917,1.9769,1.328,2.7642,4.7486,4.9679,4.9979
1.7729,1.4216,1.3712,2.6732,4.0133,3.5298,3.4745
1.8662,1.8849,1.2609,2.3033,4.9172,4.6008,4.5627
1.9765,2.0352,1.3826,2.5104,3.9495,3.9493,4.2071
1.9907,1.9491,1.1946,2.7098,4.436,4.2629,4.0872
1.901,1.9707,1.1144,3.0645,4.3274,4.1675,4.2552
1.5599,1.6726,0.76282,2.9329,4.1258,4.1849,3.9847
1.6994,1.814,1.0658,2.6015,4.6901,4.6509,4.6859
1.7302,1.8386,0.91842,2.6207,4.647,4.5317,4.8533
1.811,1.8664,1.2191,3.6717,5.266,4.9678,5.076
1.8092,1.8263,1.1057,2.8239,5.2344,5.0434,5.1686
2.1595,2.2235,1.4542,3.0294,5.265,5.1183,5.2596
2.0419,1.5859,1.5937,3.2059,4.7644,4.1883,4.6868
2.1049,2.105,1.3619,3.0362,5.4865,5.5747,5.3491
2.2031,2.4308,1.6408,3.0546,5.1058,5.3259,5.7345
1.9598,2.0118,1.1354,2.4977,4.598,4.4017,4.5683
1.9212,1.6167,1.059,2.5461,5.7434,5.4194,5.3642
1.9526,1.765,1.0128,3.3034,6.0872,4.9494,5.0801
1.7364,1.4708,1.0273,2.7411,4.7755,4.4961,4.724
1.7643,1.3972,0.8528,2.2701,4.0991,3.958,3.5498
1.8129,1.4346,1.0585,2.4689,5.595,5.2493,5.0863
1.8541,1.5673,0.81151,2.6862,5.0218,4.4004,4.0594
1.669,1.2348,0.88068,2.1015,3.3992,3.5342,3.2253
1.8563,1.4585,1.1922,2.6826,4.1251,3.8568,3.9288
1.7376,1.3163,0.85394,2.2298,3.8052,3.6064,3.1629
1.6332,1.44,0.90368,2.3447,3.9075,3.7396,3.9166
1.5185,1.235,0.71081,2.0091,4.1035,3.6131,3.5153
1.5407,1.2575,0.98366,2.3091,4.1169,3.6478,3.5726
1.6764,1.3851,0.79623,2.3215,3.3309,3.5551,3.1846
1.7154,1.4842,0.87951,2.3874,4.1512,4.7596,4.516
1.6045,1.3651,0.94699,2.2968,4.0651,4.3234,4.09
1.5841,1.4305,0.79013,2.3028,3.9727,3.8497,3.852
1.4853,1.317,0.73161,2.1161,3.6418,3.6413,3.4201
1.6703,1.4263,0.92025,2.2089,3.279,3.1886,3.9847
1.8956,1.5629,1.4391,2.6333,4.7981,4.5172,4.6744
1.8507,1.3979,0.95944,3.0681,3.5105,3.302,3.913
1.8225,1.5389,0.92892,2.9586,3.2799,2.9719,3.6495
1.6132,1.3406,0.82988,2.2395,3.0747,2.9345,3.3683
1.8261,1.6292,1.1266,2.6292,3.5438,3.3322,4.1471
1.7312,1.4371,0.86744,2.5353,3.6333,3.2382,3.765
1.7267,1.443,0.93597,2.7536,3.1943,3.0726,3.8025
1.3986,1.26,0.70042,2.3542,2.8101,2.5778,2.9919
1.7788,1.5486,0.94498,2.5231,2.7193,2.7974,3.322
1.701,1.4523,0.7789,2.4354,3.222,3.2334,3.8573
1.6732,1.3937,1.0741,2.8518,3.3198,3.2665,3.6071
1.8722,1.5013,1.1664,2.6255,4.0924,3.6127,3.4786
1.6544,1.409,0.83791,2.6308,2.7807,2.8454,3.1506
1.544,1.4155,0.89942,2.2867,3.483,3.2365,3.764
2.7263,2.4033,1.4449,4.3542,4.4901,4.5439,5.3316
1.777,1.5477,0.94474,2.8285,3.7675,3.7264,4.479
1.8112,1.6663,0.94072,3.4495,3.4604,3.2747,4.4422
1.1197,1.0326,0.73186,1.6604,2.9123,2.8093,3.2472
0.94756,0.90867,0.74517,1.4535,1.6918,1.7643,2.2443
1.0115,0.95196,0.79109,1.6523,2.9569,2.8845,3.3265
1.0127,0.91928,0.69656,1.3754,2.7754,2.8219,3.4001
1.0687,1.076,0.86858,1.6854,3.3045,3.1873,3.6466
1.8611,1.4868,1.3523,2.4945,3.2722,3.5541,3.654
0.98036,0.96309,0.67251,1.4318,3.2352,3.051,3.7467
1.0061,0.99379,0.8265,1.5489,2.6309,2.4977,2.9416
1.0136,0.99171,0.73106,1.6328,2.5647,2.4699,3.1441
1.0765,1.0111,0.68645,1.5167,2.3509,2.3815,2.9679
0.98801,0.98649,0.67697,1.4521,2.3874,2.3323,2.9018
1.0699,1.0042,0.82706,1.7433,2.8402,2.7194,3.281
1.067,1.0279,0.72375,1.7503,2.1937,2.2452,2.6572
1.1232,1.1073,0.76653,1.6935,3.5061,3.0376,3.4214
1.1059,1.1637,0.8643,1.7156,2.7579,2.6678,3.0509
1.1046,1.105,0.76715,1.6835,3.2572,3.1411,3.9034
2.1672,1.6743,1.431,3.5104,4.2738,3.4861,3.8339
1.0737,1.0798,0.71899,1.6582,2.4973,2.4554,2.9993
2.0067,1.7622,1.8135,3.7859,5.6964,5.3407,5.6013
1.7858,1.3645,1.5137,2.9418,3.9583,4.2115,4.4944
1.7243,1.3403,1.5757,2.5874,3.9003,4.2089,5.0187
1.838,1.7447,1.868,3.4461,4.6068,4.8678,5.3734
1.7045,1.4249,1.5556,2.7016,3.7473,3.7718,4.209
1.8472,1.6262,1.9257,2.9781,4.1679,4.0746,4.3652
1.5939,1.3111,1.2876,2.4005,2.9297,3.0766,3.5765
1.8367,1.6017,1.6057,2.9395,4.0028,4.2487,4.9375
1.732,1.5236,1.5301,2.6539,4.0674,4.1113,4.6322
1.85,1.5802,1.3286,2.8678,4.2308,3.9683,3.9488
1.6557,1.3509,1.5262,2.6903,4.1144,4.2032,4.6554
2.0548,1.7126,1.8641,3.3257,4.5066,4.5651,4.9886
1.7655,1.46,1.6312,2.6745,4.2316,4.4149,4.8704
2.0633,1.7353,1.9614,3.4608,4.4652,4.5769,4.9769
2.0149,1.7176,1.8619,3.2915,4.2894,4.3289,4.8088
1.7031,1.378,1.5171,2.5836,4.0968,4.2229,4.704
1.5012,1.4816,1.3724,2.6065,4.3816,4.371,4.5021
1.4543,1.3538,1.2216,2.4503,4.1295,4.1975,4.1854
1.7238,1.7483,1.4041,3.0614,5.331,5.2376,4.9286
1.3969,1.3291,1.1381,2.3234,4.0846,4.0949,4.1014
2.002,1.5743,1.5758,2.4821,4.4168,4.4186,4.1526
1.657,1.3713,1.2178,2.5689,4.4223,4.1231,4.0998
1.1151,1.2058,0.60479,1.7671,3.18,3.0553,2.7774
1.214,1.2932,0.65779,2.074,2.8532,2.9316,2.9995
1.3478,1.5193,0.80161,2.527,3.7204,3.5105,3.1415
1.2975,1.4883,0.7248,2.3049,3.8898,3.9191,3.972
1.1991,1.3587,0.67701,2.0602,3.7918,3.8294,3.6666
1.375,1.4247,0.91845,2.5308,3.4507,3.3847,3.2534
1.5073,1.6431,0.91897,2.6964,3.548,3.6521,3.7084
1.269,1.3735,0.74305,2.1154,3.1485,3.2979,3.7801
1.3759,1.5443,1.0128,2.4761,4.2114,4.2307,3.8932
1.4126,1.604,0.76063,2.4678,3.6212,3.697,3.7269
1.8728,1.5868,1.4661,2.9408,4.3428,3.8719,3.6439
1.7239,1.5339,0.95101,2.6135,3.8839,3.998,2.9666
1.8038,1.6924,1.0186,3.3063,3.2315,3.5701,2.7279
1.6713,1.4635,1.1127,2.6281,3.5983,3.5757,2.9572
1.2525,1.1503,0.84477,2.0307,3.2544,3.4628,2.7053
1.7396,1.5089,1.1551,2.6785,3.9574,3.9759,3.2126
1.3444,1.105,0.79513,1.9705,3.2625,2.9629,2.3688
1.6424,1.3961,1.0556,2.522,3.6136,3.4831,2.4769
1.3045,1.0719,0.89206,2.2235,3.2766,2.9702,2.5194
1.2023,0.95146,0.75809,1.5455,1.9878,2.1904,1.7287
1.3137,1.0981,0.742,2.2005,2.9552,3.2845,2.401
1.9525,1.3953,1.3381,3.1478,3.5376,3.4996,3.6569
1.3179,1.0422,0.97406,2.5324,2.3328,2.6072,1.7576
1.4334,1.1539,0.92003,2.311,2.7091,3.3218,2.2476
1.3265,1.0788,0.99176,2.3516,2.746,3.2384,2.3654
1.5972,1.3121,1.0959,2.6004,2.763,3.1367,2.2569
1.4802,1.1867,0.9226,2.311,2.7934,3.8455,2.1447
1.2016,1.0264,0.7625,1.8268,2.5659,2.8477,1.5597
2.5845,2.4035,1.8487,4.3611,6.5078,6.186,6.3722
2.6747,2.4758,1.5309,4.7124,5.9471,5.4471,5.4955
2.7916,2.7039,1.5967,5.2048,7.1908,7.1871,7.6247
2.5748,2.5157,1.9683,4.7901,6.9009,6.5839,6.899
1.9713,1.5678,1.2653,2.8087,4.6017,4.2818,3.9799
2.9532,2.6334,1.8333,5.0334,6.2905,5.9905,6.4267
2.0989,1.922,1.3745,3.6565,5.2593,4.9038,5.3323
2.187,2.1313,1.3297,4.084,5.9168,5.7202,5.9965
2.2598,2.2953,1.2765,4.5515,5.1638,5.0313,5.4524
2.5127,2.4256,1.4646,4.4959,5.0253,4.8476,5.0708
2.5173,2.371,1.3653,4.2879,6.3157,6.0313,6.3919
2.6815,2.6631,1.916,4.9958,6.339,5.9353,6.0798
1.9163,1.8393,1.2439,4.0354,4.832,4.7144,4.9255
2.2894,2.1211,1.6744,4.0014,7.3721,7.1324,7.7064
2.5802,2.3495,1.5979,4.9547,6.0761,6.0824,6.4731
1.9229,1.5395,1.3279,2.7606,3.4517,3.5832,3.6678
2.4274,2.2924,1.7275,4.5755,7.776,7.635,8.2669
2.7809,2.424,1.4924,4.6221,5.9838,5.9759,6.5172
1.9805,1.9824,1.4069,2.6173,3.4594,3.4012,3.3793
1.6686,1.7186,1.4479,2.3878,3.9236,3.7616,3.5889
1.8173,1.9779,1.4798,2.6479,3.6908,3.5618,3.5776
1.6902,1.9009,1.4275,2.3587,3.1906,3.0442,3.0816
1.8239,1.9339,1.4059,2.6098,3.2933,3.3491,3.426
1.7792,1.8925,1.3146,2.6911,3.6128,3.2948,3.3566
1.7531,1.8912,1.373,2.5545,2.8948,2.8663,3.0152
1.5486,1.7393,1.1189,2.5107,2.6654,2.5578,2.2476
1.8671,1.4368,1.3454,2.4087,3.8983,3.9647,4.3591
1.7188,1.8227,1.1918,2.5238,2.8501,2.6936,2.7453
1.6811,1.7295,1.2448,2.4223,2.9618,3.1277,3.1418
1.7313,1.7109,1.3721,2.5521,2.8839,2.8642,2.911
1.8989,1.8684,1.2544,2.7588,2.9647,3.1429,3.1221
1.8566,1.735,1.1983,2.5174,2.9992,3.4257,3.4923
1.7875,1.8246,1.2858,2.4111,2.9761,3.127,3.1068
1.8028,1.7601,1.1864,2.5266,3.3762,3.6144,3.668
1.8429,1.7168,1.1248,2.5731,2.897,3.1746,3.1204
1.8194,1.4841,0.79061,2.1516,5.7269,5.5962,5.0853
1.5175,1.2726,0.82178,2.2089,3.8037,3.8746,3.7375
1.9115,1.5397,1.261,2.3999,4.034,3.2341,3.2931
1.6102,1.4513,0.91732,1.9796,4.4633,4.5843,4.4544
1.6213,1.3616,0.66006,1.8467,4.5394,4.2763,4.2403
2.4492,2.558,1.4594,2.7908,5.4482,5.2142,5.1174
1.6738,1.6321,1.0208,2.5508,3.3635,3.1923,3.2631
1.5538,1.5768,1.2714,2.3323,3.631,3.6587,3.7271
1.7088,1.2734,1.3973,2.4012,3.6168,3.0458,2.8466
1.5642,1.6564,0.90056,1.9564,3.6749,3.5999,3.6459
2.0288,1.9842,1.5204,2.3985,4.2202,4.1146,4.2533
1.6505,1.6176,0.9331,2.2439,3.7406,3.403,3.2735
1.6817,1.6169,1.0901,2.2204,3.1094,3.0524,3.1955
1.4097,1.417,0.84822,2.2033,3.0859,2.9646,3.0171
2.1231,2.2622,1.396,2.8383,5.0669,5.4551,5.8656
1.4289,1.4767,1.0989,2.6487,3.9533,3.8231,3.6624
1.7922,1.7294,1.2127,2.1867,4.2125,4.2336,4.4404
1.6838,1.6397,1.2293,2.1995,4.0687,3.986,3.951
1.5515,1.5229,0.99145,2.0079,3.5162,3.5439,3.6604
1.9521,1.5955,1.6673,3.1788,5.2319,4.3435,4.7197
