3.57,3.13,5.36,3.92,3.64,4.25,2.79,2.32,3.35,3.7,3.82,11.16,13.01,5.57,12.83,11.39,5.43,15.29,13.29,6.22,16.89
2.76,3.05,5.72,2.5,2.68,4.35,2.53,1.49,2.18,3.39,1.9,11.48,13.91,4.69,15.66,11.51,2.97,14.31,12.28,5.47,16.31
2.91,2.46,4.68,2.61,1.67,3.24,2.3,1.38,1.92,2.57,1.32,5.63,7.68,2.65,15.32,7.45,2.8,13.57,8.95,5.19,13.81
2.54,2.43,6.09,2.33,1.55,5.25,1.45,1.54,1.27,3.32,1.42,6.76,14.38,4.76,15.76,15.75,3.04,13.83,16.12,3.22,13.11
2.42,2.51,4.51,2.45,2.53,3.82,1.8,1.37,2.57,2.69,1.84,7.73,9.94,3.75,12.21,8.15,4.23,11.97,10.06,6.21,14.49
2.45,2.42,5.77,2.32,2.81,5.5,3.87,1.62,2.59,3.32,1.78,11.65,10.93,2.88,14.83,9.98,2.65,13.69,10.09,3.47,15.82
3.33,2.83,4.58,3.18,3.48,3.3,3.56,1.87,2.94,3.88,2.3,12.01,21.33,5.79,17.68,21.34,3.18,13.35,19.97,5.38,14.76
4.31,2.7,4.89,3.74,3.79,3.92,1.63,1.81,1.38,4.7,2.33,10.78,16.22,6.6,18.03,18.45,5.12,13.82,14.58,3.63,15.2
3.7,2.35,4.83,3.51,2.55,3.83,2.35,1.73,2.61,3.16,1.68,13.05,18.23,4.85,19.58,16.95,3.23,14.31,15.86,4.07,15.18
3.86,2.93,3.74,3.94,2.43,2.58,1.61,1.64,4.34,6.16,2.98,7.04,14.96,10.61,16.4,14.74,5.8,15.74,13.01,4.29,11.25
2.3,2.38,4.9,2.17,2.01,3.58,2.57,1.29,1.77,3.07,2.1,9.51,8.65,2.84,12.82,9.04,2.83,12.42,8.46,3.18,11.63
3.95,5.73,4.9,3.85,5.62,5.01,1.98,3.63,2.19,4.8,5.7,11.98,9.95,6.78,14.83,8.34,8.34,15.53,9.74,6.06,19.31
3.59,2.18,5.26,3.22,2.93,5.19,3.44,1.52,2.08,3.57,2.3,10.46,13.47,4.17,12.75,12.71,2.66,13.94,14.14,4.09,14.88
3.6,2.42,4.7,3.9,2.63,3.28,3.15,1.79,2.91,3.33,3.73,11.88,21.04,5.29,15.65,23.22,3.6,14.85,17.23,4.55,17.69
4.63,2.74,6.06,5.94,5.03,3.3,2.52,2.91,1.56,3.78,8.57,17.36,18.99,4.73,21.97,19.3,5.41,18.68,18.76,6.26,16.39
1.2,1.01,2.15,0.87,1.53,1.64,1.68,0.79,1.3,1.42,1.07,3.24,13.08,3.89,10.96,12.19,4.42,9.72,13.93,9.39,11.26
1.27,1.38,2.62,1.01,1.12,1.96,3.08,0.9,2.25,1.43,0.66,2.69,7.07,2.91,6.79,7.29,2.64,8.92,10.31,3.94,10.61
2.48,2.62,3.91,1.65,0.9,2.42,3.44,1.42,2.83,2.19,1.55,4.63,8.82,4.15,6.75,9.19,3.07,8.69,10.64,3.69,10.44
2.43,2.26,3.37,1.64,2.23,2.92,2.9,1.06,1.75,6.45,2.03,10.61,10.64,4.53,11.16,11.36,3.91,13.27,10.98,5.03,14.22
1.36,1.35,1.65,1.1,1.6,1.18,1.8,0.92,1.58,2.55,2.4,8.88,12.04,5.29,7.98,12.82,4.88,8.46,12.92,7.25,9.92
4.53,2.11,3.13,5.54,1.84,2.11,1.91,1.96,5.58,7.2,1.91,7.2,8.32,3.69,9.03,13.53,3.17,8.36,14.87,3.21,10.4
1.18,1.3,2.56,0.76,1.94,2.03,1.34,0.73,0.63,1.98,2.43,5.38,11.16,7.82,9.14,10.6,4.76,9.24,13.62,7.26,10.87
1.43,1.17,1.63,1.24,1.73,1.66,1.51,1.1,1.49,2.25,1.17,5.56,11.47,4.13,9.16,10.36,3.92,10.69,10.61,4.44,13.28
0.99,1.02,1.41,0.76,1.11,1.09,0.79,0.68,1.02,1.14,0.74,2.96,14.22,6.32,11.52,13.05,7.18,10.08,12.99,11.83,11.36
1.64,2.23,4.62,1.81,2.26,4.12,1.7,1.2,1.02,2.45,2.84,10.83,8.52,4.4,8.87,8.24,3.02,9.18,8.47,4.95,10.92
1.3,0.97,1.76,0.91,1.77,1.63,0.94,0.68,0.4,1.6,2.48,6.2,11.58,4.63,9.72,10.46,5.99,11.04,11.85,8.11,13.28
1.11,0.81,1.6,0.72,1.13,1.58,0.85,0.84,1.49,1.25,0.69,3.29,16.15,5.11,12.03,15.34,3.07,11.27,14.78,4.31,13.68
1.39,1.28,2.36,1.2,1.39,1.87,1.34,0.96,1.67,1.77,1.14,4.84,12.39,12.07,6.51,13.55,10.6,8.03,13.97,8.87,10.51
1.87,1.05,2.01,1.44,1.17,2.18,1.02,0.77,0.98,2.04,0.69,5.89,9.99,7.87,10.27,9.25,6.36,11.61,9.61,7.41,11.68
1.39,1.05,2.06,0.98,1.22,1.47,1.45,0.95,1.59,1.56,0.63,2.46,10.13,5.66,7.46,10.01,4.19,9.25,10.68,5.07,11.47
1.3,2.48,2.54,1.33,1.57,2.03,1.21,0.94,1.48,3.36,3.78,8.11,13.8,4.77,14.07,12.41,2.99,12.05,13.28,4.08,13.34
4.67,2.24,3.72,3.58,2.37,3.28,1.79,1.74,6.16,6.19,2.81,7.92,15.3,3.07,21.91,13.81,4.62,12.85,16.33,5.63,9.64
